0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16	18	1	1	1	1	1	1	1	233	0	0	0	1	1	1	1	1	1	233	0	0	0	1	1	1	1	1	1	1	16	18	
17	19	1	1	1	1	1	1	1	233	0	0	0	1	1	1	1	1	1	233	0	0	0	1	1	1	1	1	1	1	17	19	
16	18	1	1	1	1	1	1	1	233	0	0	0	1	1	1	1	1	1	233	0	0	0	1	1	1	1	1	1	1	16	18	
17	19	1	1	1	1	1	1	1	233	0	0	0	1	1	1	1	1	1	233	0	0	0	1	1	1	1	1	1	1	17	19	
16	18	1	1	1	1	1	1	1	233	0	0	0	1	1	1	1	1	1	233	0	0	0	1	1	1	1	1	1	1	16	18	
17	19	237	232	232	232	232	232	232	236	0	0	0	234	232	232	232	232	232	236	0	0	0	234	232	232	232	232	232	232	17	19	
16	18	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	18	
17	19	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	19	
16	18	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	18	
17	19	233	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	17	19	
16	18	233	0	0	0	234	232	232	232	232	232	232	232	232	232	232	232	232	232	232	232	232	232	232	232	232	232	232	232	16	18	
17	19	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	19	
16	18	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	18	
17	19	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	19	
16	18	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	235	0	0	0	16	18	
17	19	237	232	232	232	232	232	232	232	232	232	232	232	232	232	232	232	232	232	232	232	232	232	232	232	236	0	0	0	17	19	
16	18	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	18	
17	19	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	19	
16	18	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	18	
17	19	233	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	17	19	
16	18	233	0	0	0	234	232	232	232	232	232	232	232	232	232	232	232	232	232	232	232	232	232	232	232	232	232	232	232	16	18	
17	19	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	19	
16	18	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	18	
17	19	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	19	
16	18	233	0	1	1	1	1	1	1	1	1	1	1	235	0	0	1	1	1	1	1	1	1	1	1	1	235	0	0	16	18	
17	19	233	0	234	232	232	232	232	232	232	232	232	232	236	0	0	234	232	232	232	232	232	232	232	232	232	236	0	0	17	19	
16	18	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	18	
17	19	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	19	
16	18	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	18	
17	19	1	1	1	1	1	1	1	233	0	0	0	1	1	1	1	1	1	233	0	0	0	1	1	1	1	1	1	1	17	19	
16	18	1	1	1	1	1	1	1	233	0	0	0	1	1	1	1	1	1	233	0	0	0	1	1	1	1	1	1	1	16	18	
17	19	1	1	1	1	1	1	1	233	0	0	0	1	1	1	1	1	1	233	0	0	0	1	1	1	1	1	1	1	17	19	
28	30	6	6	6	6	6	6	6	239	0	0	0	6	6	6	6	6	6	239	0	0	0	6	6	6	6	6	6	6	28	30	
29	31	6	6	6	6	6	6	6	239	0	0	0	6	6	6	6	6	6	239	0	0	0	6	6	6	6	6	6	6	29	31	
28	30	6	6	6	6	6	6	6	239	0	0	0	6	6	6	6	6	6	239	0	0	0	6	6	6	6	6	6	6	28	30	
29	31	6	6	6	6	6	6	6	239	0	0	0	6	6	6	6	6	6	239	0	0	0	6	6	6	6	6	6	6	29	31	
28	30	6	6	6	6	6	6	6	239	0	0	0	6	6	6	6	6	6	239	0	0	0	6	6	6	6	6	6	6	28	30	
29	31	243	238	238	238	238	238	238	242	0	0	0	240	238	238	238	238	238	242	0	0	0	240	238	238	238	238	238	238	29	31	
28	30	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	30	
29	31	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	31	
28	30	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	30	
29	31	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	31	
28	30	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	30	
29	31	6	6	6	6	6	6	241	0	6	6	6	241	0	0	0	0	0	0	6	6	6	241	0	6	6	6	6	6	29	31	
28	30	243	238	238	238	238	238	242	0	238	238	238	242	0	0	0	0	0	0	240	238	238	242	0	240	238	238	238	238	28	30	
29	31	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	31	
28	30	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	30	
29	31	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	31	
28	30	239	0	0	0	0	0	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	241	0	0	0	0	28	30	
29	31	239	0	0	0	0	0	240	238	6	238	238	238	238	238	238	238	238	238	238	238	6	243	238	242	0	0	0	0	29	31	
28	30	239	0	0	0	0	0	0	0	6	8	0	8	0	0	0	8	0	8	8	0	6	239	0	0	0	0	0	0	28	30	
29	31	239	0	0	0	0	0	0	0	6	8	0	8	8	0	8	8	0	8	0	8	6	239	0	0	0	0	0	0	29	31	
28	30	239	0	0	0	0	0	0	0	6	8	0	8	0	8	0	8	0	8	0	8	6	239	0	0	0	0	0	0	28	30	
29	31	239	0	0	0	0	0	0	0	6	8	0	8	0	0	0	8	0	8	8	0	6	239	0	0	0	0	0	0	29	31	
28	30	239	0	0	0	0	0	0	0	6	8	0	8	0	0	0	8	0	8	0	0	6	239	0	0	0	0	0	0	28	30	
29	31	239	0	0	0	0	0	0	0	6	8	0	8	0	0	0	8	0	8	0	0	6	239	0	0	0	0	0	0	29	31	
28	30	239	0	0	0	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	241	0	0	0	28	30	
29	31	239	0	0	0	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	242	0	0	0	29	31	
28	30	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	30	
29	31	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	31	
28	30	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	30	
